,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
10480,10480,11203,Guillermo Pereira,64,69,56,63,66,43,57,64,73,60,57,58,55,49,43,61,56,55,70,62,60,64,73,77,58,66,62,38,46,44,44,48,57,57,60,48,CAM,4,3,Right,"178cm / 5'10""",73kg / 161lb,CM,30,Argentina,Primera División,Dep. Riestra,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guillermo-pereira/219845,,,,,
10481,10481,11203,Bruninho,64,71,55,61,70,39,49,72,70,57,56,58,48,53,56,56,55,46,69,64,58,71,79,76,58,69,57,30,45,41,41,41,49,60,44,47,CAM,2,3,Right,"175cm / 5'9""",68kg / 150lb,,24,Brazil,Liga Portugal,Boavista FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bruninho/73602,,,,,
10482,10482,11203,Darlan,64,61,62,63,69,56,56,64,58,74,62,65,57,62,56,58,52,58,72,67,54,67,77,82,70,70,53,59,57,44,64,58,51,81,41,61,ST,3,3,Left,"171cm / 5'7""",66kg / 146lb,CM,26,Brazil,CSL,Wuhan Three Towns,Flair,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/darlan/263789,,,,,
10483,10483,11203,Dylan Perera,64,71,56,65,69,48,46,70,71,52,57,65,47,54,61,70,53,53,69,68,61,71,77,82,49,66,69,42,51,46,51,57,49,54,42,44,CAM,3,3,Left,"173cm / 5'8""",64kg / 141lb,"CM, LM",21,Spain,LALIGA HYPERMOTION,CD Tenerife,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dylan-perera/259739,,,,,
10484,10484,11203,Javi Pérez,64,45,62,58,59,61,69,38,50,63,62,66,67,34,50,62,43,48,65,63,38,61,37,49,61,65,57,62,61,60,62,60,64,78,74,44,CDM,3,2,Right,"184cm / 6'0""",74kg / 163lb,"CM, CAM",29,Spain,LALIGA HYPERMOTION,SD Huesca,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/javi-perez/240903,,,,,
10485,10485,11203,Stipe Perica,64,52,64,49,61,26,67,54,51,67,65,71,53,62,62,50,44,44,57,38,44,62,53,43,59,63,66,26,66,20,22,18,71,52,75,66,ST,3,3,Right,"192cm / 6'4""",76kg / 168lb,,29,Croatia,1A Pro League,Standard Liège,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stipe-perica/219469,,,,,
10486,10486,11203,Edwuin Pernía,64,59,66,51,55,25,60,58,60,65,68,70,60,63,65,49,35,45,67,44,37,53,60,46,66,59,45,18,65,22,22,21,68,63,69,31,ST,2,3,Right,"178cm / 5'10""",83kg / 183lb,,29,Venezuela,Libertadores,Caracas FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edwuin-pernia/244834,,,,,
10487,10487,11203,Nikola Petkovic,64,61,50,61,62,61,58,61,61,50,58,48,40,38,39,54,55,40,72,65,53,60,65,58,54,67,55,59,55,63,63,59,60,60,56,60,CDM,3,2,Right,"182cm / 6'0""",74kg / 163lb,,21,Serbia,MLS,Charlotte FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikola-petkovic/71218,,,,,
10488,10488,11203,Oscar Pettersson,64,81,60,61,63,52,64,80,81,63,60,60,57,57,62,62,63,53,62,59,59,62,71,67,53,64,60,56,51,47,55,50,67,77,59,59,RW,3,3,Right,"178cm / 5'10""",74kg / 163lb,RM,24,Sweden,Allsvenskan,IFK Göteborg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oscar-pettersson/246777,,,,,
10489,10489,11203,Piao Shihao,64,81,39,54,51,59,75,82,81,34,32,57,39,28,44,43,56,38,62,58,41,43,84,81,62,46,46,57,46,60,63,56,72,85,72,72,RB,3,2,Right,"174cm / 5'9""",75kg / 165lb,RM,33,China PR,CSL,Qingdao W. Coast,"Anticipate, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/piao-shihao/233719,,,,,
10490,10490,11203,Selmir Pidro,64,66,40,57,60,60,63,67,65,54,34,48,46,32,34,54,63,31,61,53,63,61,58,66,60,61,51,60,49,60,62,63,59,74,60,60,LB,3,2,Left,"183cm / 6'0""",75kg / 165lb,LM,26,Bosnia and Herzegovina,MLS,St. Louis CITY SC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/selmir-pidro/267635,,,,,
10491,10491,11203,Lukas Pinckert,64,66,41,55,59,62,70,69,63,54,44,45,32,28,39,49,58,28,60,59,47,60,55,59,63,59,56,59,61,63,63,61,74,63,72,75,CB,2,2,Right,"185cm / 6'1""",86kg / 190lb,"RB, RM",24,Germany,Bundesliga 2,SV Elversberg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lukas-pinckert/262591,,,,,
10492,10492,11203,Miguel Pinto,64,63,60,64,63,53,64,52,54,13,20,48,20,13,34,60,23,33,38,45,16,18,55,58,62,20,53,11,12,11,19,21,65,36,70,27,GK,2,1,Right,"180cm / 5'11""",78kg / 172lb,,41,Chile,Sudamericana,Coquimbo Unido,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/miguel-pinto/176895,63.0,60.0,64.0,64.0,63.0
10493,10493,11203,Ignacio Pintos,64,75,59,57,65,53,58,72,77,64,55,63,67,43,61,66,49,45,62,56,39,64,79,72,56,64,50,59,49,45,59,55,57,70,53,54,RM,3,3,Right,"173cm / 5'8""",68kg / 150lb,"CAM, CM, RW",20,Uruguay,Sudamericana,Danubio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ignacio-pintos/274546,,,,,
10494,10494,11203,Onurcan Piri,64,65,64,57,65,19,64,18,20,8,7,43,7,8,28,15,9,9,33,18,10,8,23,22,58,10,34,9,13,6,11,9,46,26,53,18,GK,2,1,Right,"190cm / 6'3""",82kg / 181lb,,29,Turkey,Trendyol Süper Lig,Kayserispor,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/onurcan-piri/223174,65.0,64.0,57.0,64.0,65.0
10495,10495,11203,Reno Piscopo,64,79,59,61,69,39,56,82,76,58,56,64,64,56,56,63,58,66,62,55,62,66,87,84,61,66,62,41,47,40,35,34,62,61,53,56,CAM,2,4,Right,"170cm / 5'7""",69kg / 152lb,"LM, ST",26,Australia,A-League,Melb. Victory,"Finesse Shot, Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/reno-piscopo/252974,,,,,
10496,10496,11203,Brian Plat,64,80,27,49,47,62,77,72,86,30,20,47,20,21,36,41,48,25,60,51,27,42,38,46,53,56,52,63,55,61,65,61,70,76,83,66,CB,2,2,Right,"191cm / 6'3""",82kg / 181lb,"RB, RM",24,Holland,1A Pro League,K. Beerschot VA,"Anticipate, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brian-plat/269249,,,,,
10497,10497,11203,Manuel Polster,64,92,61,58,62,34,62,93,92,55,61,65,57,62,56,54,59,45,62,55,58,64,76,64,45,60,48,30,45,39,30,25,71,71,65,40,LM,2,3,Left,"183cm / 6'0""",69kg / 152lb,LW,21,Austria,CSSL,Lausanne-Sport,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-polster/269888,,,,,
10498,10498,11203,Dante Polvara,64,56,56,62,65,59,73,64,50,63,53,68,56,46,41,62,56,45,68,64,50,65,54,79,67,65,67,61,68,57,58,53,77,75,77,61,RM,4,3,Right,"195cm / 6'5""",81kg / 179lb,"CAM, CDM, RW",24,United States,Scottish Prem,Aberdeen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dante-polvara/242791,,,,,
10499,10499,11203,Joaquín Pombo,64,51,32,38,40,64,73,52,50,28,29,39,28,32,44,32,27,29,50,35,30,35,37,43,64,40,60,65,63,63,65,64,72,66,79,69,CB,3,2,Left,"192cm / 6'4""",84kg / 185lb,,23,Argentina,Libertadores,IDV,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joaquin-pombo/268620,,,,,
10500,10500,11203,Matviy Ponomarenko,64,69,64,48,58,26,62,68,70,66,65,68,60,56,58,57,30,41,55,49,47,58,59,55,64,59,53,23,63,17,25,22,69,59,63,61,ST,4,2,Right,"188cm / 6'2""",89kg / 196lb,,18,Ukraine,Ukrayina Liha,Dynamo Kyiv,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matviy-ponomarenko/71066,,,,,
10501,10501,11203,Robert Popa,64,64,58,66,67,39,63,36,43,8,5,50,6,7,10,50,14,11,31,32,11,23,47,23,60,20,23,7,10,6,11,13,54,27,57,23,GK,2,1,Right,"190cm / 6'3""",83kg / 183lb,,21,Romania,SUPERLIGA,UTA Arad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-popa/262420,64.0,58.0,66.0,63.0,67.0
10502,10502,11203,Konrad Poprawa,64,80,30,38,41,64,71,78,81,32,26,43,24,24,43,33,34,21,48,33,31,26,58,56,57,51,56,66,58,64,66,60,80,66,77,61,CB,2,2,Right,"185cm / 6'1""",79kg / 174lb,,26,Poland,PKO BP Ekstraklasa,Śląsk Wrocław,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/konrad-poprawa/240355,,,,,
10503,10503,11203,Francisco Pozzo,64,59,69,49,58,34,64,52,64,64,75,64,61,62,69,61,33,40,56,41,42,58,58,72,53,58,58,26,78,33,28,30,74,64,62,66,ST,3,2,Right,"180cm / 5'11""",70kg / 154lb,,21,Argentina,Libertadores,Talleres,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francisco-pozzo/277687,,,,,
10504,10504,11203,Axel Prado,64,64,32,46,44,66,64,63,65,23,32,34,31,35,41,35,47,35,60,35,35,32,75,47,55,48,46,76,57,62,65,68,65,66,64,60,CB,2,2,Left,"178cm / 5'10""",76kg / 168lb,LB,21,Uruguay,Sudamericana,Cerro Largo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/axel-prado/266644,,,,,
10505,10505,11203,Rafael Profini,64,66,31,42,47,64,69,65,67,33,25,47,27,32,39,29,32,30,56,49,31,39,58,59,62,50,49,64,63,63,65,64,71,66,70,71,CB,3,2,Right,"184cm / 6'0""",75kg / 165lb,,21,Argentina,Primera División,Unión,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafael-profini/277181,,,,,
10506,10506,11203,Eric Puerto,64,67,62,60,67,16,58,15,18,6,5,45,9,5,15,28,12,10,22,18,13,13,22,43,60,17,32,14,13,6,11,14,42,19,48,20,GK,3,1,Right,"185cm / 6'1""",80kg / 176lb,,21,Spain,LALIGA HYPERMOTION,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eric-puerto/279897,67.0,62.0,60.0,58.0,67.0
10507,10507,11203,Joan Puig,64,75,47,56,61,59,63,76,75,53,46,55,44,35,44,54,61,30,61,52,55,60,67,63,60,61,51,59,56,57,62,60,71,66,63,59,LB,3,2,Left,"184cm / 6'0""",75kg / 165lb,CB,21,Spain,LALIGA EA SPORTS,RCD Espanyol,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joan-puig/276977,,,,,
10508,10508,11203,John Pulskamp,64,67,60,59,67,25,62,27,21,6,9,44,8,9,19,31,13,14,27,22,14,8,30,41,60,15,34,11,10,12,13,12,54,20,62,20,GK,1,1,Right,"188cm / 6'2""",86kg / 190lb,,23,United States,MLS,Sporting KC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/john-pulskamp/256053,67.0,60.0,59.0,62.0,67.0
10509,10509,11203,Christy Pym,64,59,64,65,66,43,64,45,40,16,13,49,16,17,23,62,11,20,46,53,15,29,60,60,63,34,62,28,15,24,18,17,63,42,68,30,GK,4,1,Right,"183cm / 6'0""",81kg / 179lb,,29,England,EFL League One,Mansfield Town,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christy-pym/206555,59.0,64.0,65.0,64.0,66.0
10510,10510,11203,Diogo Queirós,64,47,36,46,50,64,70,54,42,21,38,55,16,20,52,30,44,20,57,58,29,39,54,63,60,60,56,62,65,62,66,63,71,64,75,65,CB,3,2,Right,"185cm / 6'1""",80kg / 176lb,"CDM, CM",25,Portugal,Ligue 2 BKT,USL Dunkerque,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diogo-queiros/234576,,,,,
10511,10511,11203,Juan Jesús Quiñones,64,62,40,55,56,64,64,67,57,44,35,45,48,33,42,48,58,33,61,55,47,55,58,55,62,58,45,65,64,64,64,61,71,55,69,61,CB,2,2,Right,"183cm / 6'0""",72kg / 159lb,LB,23,Peru,Sudamericana,UCV,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-jesus-quinones/264752,,,,,
10512,10512,11203,Ángel Quiñonez,64,67,64,51,62,40,63,66,67,64,65,64,64,62,60,46,40,61,61,40,63,62,59,52,65,64,55,32,65,35,43,40,71,58,67,59,ST,3,2,Right,"180cm / 5'11""",81kg / 179lb,RM,28,Ecuador,Sudamericana,ADT,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/angel-quinonez/253569,,,,,
10513,10513,11203,Santiago Quirós,64,55,36,56,56,63,63,52,57,37,32,47,33,36,45,52,48,40,67,55,42,53,45,44,62,62,70,65,58,61,66,65,63,47,68,69,CB,3,2,Left,"179cm / 5'10""",79kg / 174lb,,21,Argentina,Sudamericana,Racing Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/santiago-quiros/274521,,,,,
10514,10514,11203,Renzo Rabino,64,65,59,60,64,65,66,67,64,62,56,62,61,59,60,64,68,57,53,57,65,63,70,59,63,66,64,67,49,64,71,63,61,68,67,64,LM,2,3,Left,"176cm / 5'9""",65kg / 143lb,"LB, LW",26,Uruguay,Sudamericana,Cerro Largo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/renzo-rabino/273541,,,,,
10515,10515,11203,Bojan Radulović,64,54,65,48,64,27,65,56,52,66,67,69,54,56,73,60,31,37,55,42,39,64,57,54,59,69,63,20,62,21,25,28,69,65,71,51,ST,3,2,Right,"192cm / 6'4""",80kg / 176lb,,24,Serbia,EFL League One,Huddersfield,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bojan-radulovic/243831,,,,,
10516,10516,11203,Simen Rafn,64,76,48,60,63,57,64,75,76,56,46,56,46,43,42,60,62,49,61,57,60,60,76,81,58,61,58,60,51,58,58,55,64,77,58,64,RB,3,2,Right,"172cm / 5'8""",70kg / 154lb,LB,32,Norway,Eliteserien,Fredrikstad FK,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simen-rafn/191730,,,,,
10517,10517,11203,Marko Raguž,64,58,63,59,68,22,56,54,61,68,62,67,58,65,65,60,52,52,64,55,57,70,73,55,56,68,64,21,64,14,20,16,67,30,70,53,ST,3,3,Right,"192cm / 6'4""",80kg / 176lb,,26,Austria,Ö. Bundesliga,FK Austria Wien,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marko-raguz/239708,,,,,
10518,10518,11203,Jacobo,64,63,22,45,48,65,64,62,64,24,15,38,19,21,34,32,25,29,64,55,23,39,55,58,61,54,52,64,72,64,66,63,75,64,67,54,CB,3,2,Right,"190cm / 6'3""",78kg / 172lb,,19,Spain,LALIGA EA SPORTS,Real Madrid,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacobo/70966,,,,,
10519,10519,11203,Santiago Ramos Mingo,64,47,34,47,51,65,59,55,41,27,28,44,36,33,46,32,39,33,70,35,26,46,50,47,58,57,57,57,70,59,74,71,67,51,64,52,CB,2,2,Left,"186cm / 6'1""",77kg / 170lb,,22,Argentina,Sudamericana,Defensa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/santiago-ramos-mingo/252072,,,,,
10520,10520,11203,Kayne Ramsay,64,78,47,55,61,59,67,78,78,54,44,56,46,40,49,53,56,38,59,54,48,61,60,67,61,61,61,60,55,59,60,58,73,71,66,61,RB,2,2,Right,"179cm / 5'10""",78kg / 172lb,,23,England,EFL League One,Charlton Ath,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kayne-ramsay/246137,,,,,
10521,10521,11203,Lars Mogstad Ranger,64,83,49,54,63,57,72,84,82,57,49,56,44,42,42,51,58,42,57,52,54,61,77,77,57,60,56,57,52,56,59,58,74,80,70,68,RB,2,2,Right,"176cm / 5'9""",73kg / 161lb,,25,Norway,Eliteserien,Lillestrøm SK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lars-mogstad-ranger/243603,,,,,
10522,10522,11203,Dion Rankine,64,88,52,58,67,56,46,90,87,60,51,49,52,54,54,54,62,51,60,55,64,67,86,69,59,61,64,53,46,57,62,55,54,66,35,45,RB,3,3,Right,"165cm / 5'5""",63kg / 139lb,RM,21,England,EFL League One,Wigan Athletic,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dion-rankine/274065,,,,,
10523,10523,11203,Cornel Râpă,64,73,55,61,64,58,70,73,73,41,55,60,52,56,61,55,64,49,67,58,48,63,68,70,62,64,55,59,50,57,60,58,66,86,65,65,RM,3,3,Right,"180cm / 5'11""",72kg / 159lb,"RB, CB, RW",34,Romania,SUPERLIGA,UTA Arad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cornel-rapa/202754,,,,,
10524,10524,11203,Rodney Redes,64,77,61,62,65,45,55,77,77,58,64,57,60,45,72,60,59,66,64,60,63,66,73,64,56,62,66,35,33,56,47,39,60,50,68,29,RM,3,4,Right,"175cm / 5'9""",75kg / 165lb,RW,24,Paraguay,Sudamericana,Olimpia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodney-redes/253250,,,,,
10525,10525,11203,Andrew Redmayne,64,63,62,62,64,41,65,40,43,7,11,47,14,15,20,35,17,14,21,20,12,12,40,21,64,20,47,19,13,12,15,12,61,34,69,26,GK,2,1,Right,"194cm / 6'4""",87kg / 192lb,,35,Australia,A-League,Sydney FC,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrew-redmayne/183244,63.0,62.0,62.0,65.0,64.0
10526,10526,11203,Jake Reeves,64,71,56,63,65,57,61,70,71,57,55,57,60,55,49,63,61,58,65,64,62,62,80,80,63,64,64,59,48,57,59,54,62,80,51,61,CM,3,3,Right,"173cm / 5'8""",70kg / 154lb,CDM,31,England,EFL League Two,AFC Wimbledon,"Flair, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jake-reeves/203415,,,,,
10527,10527,11203,Alberto Reina,64,66,55,58,61,53,59,64,68,62,57,54,60,35,38,63,42,37,67,65,31,60,56,78,66,62,48,63,43,39,64,48,54,62,60,52,CM,3,3,Right,"168cm / 5'6""",62kg / 137lb,"CDM, CAM",27,Spain,LALIGA HYPERMOTION,CD Mirandés,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-reina/275985,,,,,
10528,10528,11203,Max Reinthaler,64,59,43,53,53,63,73,66,54,44,35,54,48,43,44,50,46,38,60,57,50,52,53,34,61,56,63,59,64,64,65,61,70,65,81,64,CB,3,2,Right,"193cm / 6'4""",88kg / 194lb,,29,Italy,3. Liga,1860 München,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/max-reinthaler/224421,,,,,
10529,10529,11203,Omar Rekik,64,68,38,55,59,62,69,69,68,45,31,49,38,40,44,55,40,34,64,63,42,57,57,63,64,61,64,62,61,62,63,64,71,63,70,73,CB,4,2,Right,"186cm / 6'1""",80kg / 176lb,,22,Tunisia,Premier League,Arsenal,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/omar-rekik/258033,,,,,
10530,10530,11203,Ren Hang,64,59,49,58,56,61,75,58,60,58,49,57,43,42,37,59,59,39,58,60,55,55,49,52,59,59,60,58,63,62,63,59,76,68,81,70,CB,4,2,Right,"183cm / 6'0""",83kg / 183lb,LB,35,China PR,CSL,Wuhan Three Towns,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ren-hang/222235,,,,,
10531,10531,11203,Samuel Renel,64,71,62,66,69,50,59,75,68,63,58,65,64,67,65,66,61,67,70,63,65,67,80,72,57,69,65,48,40,50,56,47,56,67,58,51,CM,3,3,Right,"178cm / 5'10""",70kg / 154lb,CDM,22,France,Ligue 2 BKT,Red Star FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-renel/256170,,,,,
10532,10532,11203,Tom Reyners,64,76,55,57,69,37,49,81,71,57,62,52,41,63,49,55,57,32,62,53,58,66,79,88,65,70,54,34,40,22,50,46,48,57,39,64,RW,3,2,Right,"170cm / 5'7""",63kg / 139lb,"LW, CAM, RM",24,Belgium,1A Pro League,K. Beerschot VA,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tom-reyners/257131,,,,,
10533,10533,11203,Spencer Richey,64,63,61,73,65,47,61,57,32,11,18,55,19,14,31,50,15,16,25,28,24,15,36,47,61,19,41,18,13,12,19,14,65,41,61,34,GK,2,1,Right,"185cm / 6'1""",88kg / 194lb,,32,United States,MLS,Chicago Fire FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/spencer-richey/236989,63.0,61.0,73.0,61.0,65.0
10534,10534,11203,Julian Rieckmann,64,65,35,54,55,64,71,54,74,27,35,41,35,26,36,41,50,25,65,61,45,53,60,64,63,55,51,65,65,60,67,62,70,73,72,66,CDM,4,2,Right,"186cm / 6'1""",80kg / 176lb,CM,24,Germany,3. Liga,SV Waldhof,"Bruiser, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julian-rieckmann/243345,,,,,
10535,10535,11203,Julian Rijkhoff,64,71,63,53,70,25,51,72,70,66,69,55,56,67,61,58,39,44,64,39,62,69,79,74,62,72,58,24,54,21,20,21,63,55,57,29,ST,2,4,Right,"183cm / 6'0""",72kg / 159lb,,19,Holland,Eredivisie,Ajax,"Finesse Shot, Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julian-rijkhoff/260920,,,,,
10536,10536,11203,Gonzalo Ríos,64,66,58,61,67,34,45,68,64,62,59,51,69,38,40,62,60,47,64,59,65,66,75,66,62,67,57,29,43,30,39,34,41,62,39,42,RM,3,3,Right,"172cm / 5'8""",66kg / 146lb,"LM, RW",25,Argentina,Primera División,Ind. Rivadavia,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gonzalo-rios/266161,,,,,
10537,10537,11203,Andrés Ríos,64,57,63,63,64,37,79,61,54,64,61,70,61,62,69,64,55,56,66,65,63,62,71,68,61,63,68,24,63,40,40,22,76,77,80,78,ST,4,3,Right,"180cm / 5'11""",81kg / 179lb,"CAM, CM",35,Argentina,Libertadores,Dep. Táchira,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andres-rios/181989,,,,,
10538,10538,11203,Daniel Rivas,64,76,23,50,49,60,51,75,77,38,20,22,24,28,33,35,62,27,60,43,41,38,61,51,49,61,59,62,55,62,61,56,60,74,47,30,LB,2,2,Left,"177cm / 5'10""",77kg / 170lb,,22,Paraguay,Sudamericana,Club Nacional,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-rivas/253713,,,,,
10539,10539,11203,Maxence Rivera,64,77,61,58,68,37,42,79,76,62,61,65,58,57,58,58,56,44,63,55,59,67,82,85,60,65,63,38,45,34,39,29,49,54,35,45,LM,3,3,Right,"168cm / 5'6""",61kg / 134lb,LW,22,France,Ligue 2 BKT,USL Dunkerque,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maxence-rivera/255015,,,,,
10540,10540,11203,Brian Araújo,64,59,63,58,69,23,64,24,21,11,10,44,12,12,15,35,15,12,23,28,13,16,42,34,57,15,34,15,11,11,13,12,55,20,67,22,GK,3,1,Right,"188cm / 6'2""",80kg / 176lb,,24,Portugal,Liga Portugal,Gil Vicente,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brian-araujo/251449,59.0,63.0,58.0,64.0,69.0
10541,10541,11203,Mauro Rodrigues,64,70,58,60,68,39,51,68,72,54,54,68,61,43,52,63,62,42,64,55,46,71,65,69,60,65,65,23,47,36,47,50,53,47,50,56,RM,3,3,Right,"178cm / 5'10""",72kg / 159lb,RW,23,Guinea-Bissau,CSSL,Yverdon Sport FC,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mauro-rodrigues/259189,,,,,
10542,10542,11203,Steven Rodríguez,64,73,66,51,64,19,55,75,71,60,72,60,63,65,59,49,38,42,59,55,48,67,70,70,54,60,54,15,65,17,11,12,71,63,59,32,ST,3,3,Right,"177cm / 5'10""",66kg / 146lb,,25,Colombia,Libertadores,Junior,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/steven-rodriguez/247199,,,,,
10543,10543,11203,Nicklas Røjkjær,64,70,59,61,63,50,63,71,69,64,60,62,59,48,52,65,53,55,65,63,55,62,68,74,63,63,54,62,45,29,62,55,62,69,63,54,CM,3,3,Right,"179cm / 5'10""",74kg / 163lb,,26,Denmark,Allsvenskan,Mjällby AIF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicklas-r-jkj-r/238132,,,,,
10544,10544,11203,Diego Alonso Romero,64,62,64,60,63,25,62,32,15,6,8,45,9,7,17,46,12,13,20,17,11,5,23,33,64,18,29,12,13,5,10,10,50,28,50,29,GK,2,1,Right,"189cm / 6'2""",83kg / 183lb,,23,Peru,Libertadores,Universitario,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diego-alonso-romero/259606,62.0,64.0,60.0,62.0,63.0
10545,10545,11203,Anthony Roncaglia,64,46,38,54,60,64,68,40,50,37,38,41,35,29,39,51,40,39,66,61,31,61,51,61,58,63,59,65,67,64,65,59,66,69,75,48,CB,2,2,Right,"180cm / 5'11""",70kg / 154lb,CDM,25,France,Ligue 2 BKT,SC Bastia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anthony-roncaglia/262342,,,,,
10546,10546,11203,Shaun Rooney,64,68,52,59,61,59,81,67,68,61,43,64,60,55,43,57,65,47,59,55,59,61,62,59,59,61,53,58,64,56,61,59,78,80,80,85,RB,3,2,Right,"191cm / 6'3""",80kg / 176lb,CB,28,Scotland,Scottish Prem,St. Mirren,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shaun-rooney/256952,,,,,
10547,10547,11203,Joseph Rosales,64,70,44,57,65,59,59,69,70,53,39,58,40,32,48,53,56,36,61,58,58,67,64,68,63,65,53,59,44,62,63,57,53,72,55,56,LB,3,3,Left,"180cm / 5'11""",69kg / 152lb,"LM, CDM",23,Honduras,MLS,Minnesota United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joseph-rosales/264157,,,,,
10548,10548,11203,Ricardo Rosales,64,71,44,53,54,62,57,70,71,58,45,41,42,28,48,55,56,40,57,40,48,48,60,65,62,58,56,58,59,63,65,63,67,63,61,39,RB,3,3,Right,"181cm / 5'11""",70kg / 154lb,,23,Colombia,Libertadores,Millonarios,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ricardo-rosales/264753,,,,,
